ProvinceID,Province_Name,Year,DSL (Day)
47,Sakon Nakhon,1999,8
47,Sakon Nakhon,2000,14
47,Sakon Nakhon,2001,12
47,Sakon Nakhon,2002,18
47,Sakon Nakhon,2003,26
47,Sakon Nakhon,2004,31
47,Sakon Nakhon,2005,19
47,Sakon Nakhon,2006,20
47,Sakon Nakhon,2007,16
47,Sakon Nakhon,2008,12
47,Sakon Nakhon,2009,15
47,Sakon Nakhon,2010,12
47,Sakon Nakhon,2011,14
47,Sakon Nakhon,2012,22
47,Sakon Nakhon,2013,13
47,Sakon Nakhon,2014,59
47,Sakon Nakhon,2015,19
47,Sakon Nakhon,2016,11
47,Sakon Nakhon,2017,13
47,Sakon Nakhon,2018,20
47,Sakon Nakhon,2019,19
47,Sakon Nakhon,2020,12
47,Sakon Nakhon,2021,12
47,Sakon Nakhon,2022,15
47,Sakon Nakhon,2023,12
48,Nakhon Phanom,1979,32
48,Nakhon Phanom,1980,13
48,Nakhon Phanom,1981,13
48,Nakhon Phanom,1982,10
48,Nakhon Phanom,1983,11
48,Nakhon Phanom,1984,14
48,Nakhon Phanom,1985,11
48,Nakhon Phanom,1986,12
48,Nakhon Phanom,1987,17
48,Nakhon Phanom,1988,15
48,Nakhon Phanom,1989,13
48,Nakhon Phanom,1990,10
48,Nakhon Phanom,1991,13
48,Nakhon Phanom,1992,18
48,Nakhon Phanom,1993,17
48,Nakhon Phanom,1994,16
48,Nakhon Phanom,1995,18
48,Nakhon Phanom,1996,16
48,Nakhon Phanom,1997,14
48,Nakhon Phanom,1998,14
48,Nakhon Phanom,1999,9
48,Nakhon Phanom,2000,12
48,Nakhon Phanom,2001,12
48,Nakhon Phanom,2002,17
48,Nakhon Phanom,2003,22
48,Nakhon Phanom,2004,30
48,Nakhon Phanom,2005,19
48,Nakhon Phanom,2006,20
48,Nakhon Phanom,2007,17
48,Nakhon Phanom,2008,12
48,Nakhon Phanom,2009,15
48,Nakhon Phanom,2010,13
48,Nakhon Phanom,2011,15
48,Nakhon Phanom,2012,22
48,Nakhon Phanom,2013,13
48,Nakhon Phanom,2014,49
48,Nakhon Phanom,2015,19
48,Nakhon Phanom,2016,10
48,Nakhon Phanom,2017,14
48,Nakhon Phanom,2018,19
48,Nakhon Phanom,2019,21
48,Nakhon Phanom,2020,12
48,Nakhon Phanom,2021,12
48,Nakhon Phanom,2022,13
48,Nakhon Phanom,2023,12
49,Mukdahan,1979,33
49,Mukdahan,1980,11
49,Mukdahan,1981,12
49,Mukdahan,1982,11
49,Mukdahan,1983,11
49,Mukdahan,1984,14
49,Mukdahan,1985,11
49,Mukdahan,1986,13
49,Mukdahan,1987,13
49,Mukdahan,1988,15
49,Mukdahan,1989,12
49,Mukdahan,1990,9
49,Mukdahan,1991,12
49,Mukdahan,1992,17
49,Mukdahan,1993,22
49,Mukdahan,1994,17
49,Mukdahan,1995,15
49,Mukdahan,1996,13
49,Mukdahan,1997,14
49,Mukdahan,1998,15
49,Mukdahan,1999,10
49,Mukdahan,2000,13
49,Mukdahan,2001,11
49,Mukdahan,2002,18
49,Mukdahan,2003,20
49,Mukdahan,2004,34
49,Mukdahan,2005,18
49,Mukdahan,2006,20
49,Mukdahan,2007,16
49,Mukdahan,2008,14
49,Mukdahan,2009,20
49,Mukdahan,2010,14
49,Mukdahan,2011,15
49,Mukdahan,2012,22
49,Mukdahan,2013,14
49,Mukdahan,2014,45
49,Mukdahan,2015,17
49,Mukdahan,2016,10
49,Mukdahan,2017,14
49,Mukdahan,2018,22
49,Mukdahan,2019,21
49,Mukdahan,2020,12
49,Mukdahan,2021,12
49,Mukdahan,2022,15
49,Mukdahan,2023,14
50,Chiang Mai,1979,17
50,Chiang Mai,1980,10
50,Chiang Mai,1981,10
50,Chiang Mai,1982,11
50,Chiang Mai,1983,11
50,Chiang Mai,1984,10
50,Chiang Mai,1985,11
50,Chiang Mai,1986,12
50,Chiang Mai,1987,13
50,Chiang Mai,1988,10
50,Chiang Mai,1989,9
50,Chiang Mai,1990,11
50,Chiang Mai,1991,11
50,Chiang Mai,1992,13
50,Chiang Mai,1993,12
50,Chiang Mai,1994,12
50,Chiang Mai,1995,13
50,Chiang Mai,1996,12
50,Chiang Mai,1997,14
50,Chiang Mai,1998,13
50,Chiang Mai,1999,9
50,Chiang Mai,2000,10
50,Chiang Mai,2001,9
50,Chiang Mai,2002,14
50,Chiang Mai,2003,13
50,Chiang Mai,2004,15
50,Chiang Mai,2005,12
50,Chiang Mai,2006,15
50,Chiang Mai,2007,14
50,Chiang Mai,2008,8
50,Chiang Mai,2009,9
50,Chiang Mai,2010,9
50,Chiang Mai,2011,11
50,Chiang Mai,2012,14
50,Chiang Mai,2013,13
50,Chiang Mai,2014,12
50,Chiang Mai,2015,14
50,Chiang Mai,2016,12
50,Chiang Mai,2017,9
50,Chiang Mai,2018,10
50,Chiang Mai,2019,37
50,Chiang Mai,2020,13
50,Chiang Mai,2021,15
50,Chiang Mai,2022,13
50,Chiang Mai,2023,10
51,Lamphun,1979,16
51,Lamphun,1980,8
51,Lamphun,1981,10
51,Lamphun,1982,11
51,Lamphun,1983,12
51,Lamphun,1984,9
51,Lamphun,1985,11
51,Lamphun,1986,12
51,Lamphun,1987,12
51,Lamphun,1988,10
51,Lamphun,1989,10
51,Lamphun,1990,12
51,Lamphun,1991,11
51,Lamphun,1992,14
51,Lamphun,1993,13
51,Lamphun,1994,12
51,Lamphun,1995,13
51,Lamphun,1996,11
51,Lamphun,1997,15
51,Lamphun,1998,13
51,Lamphun,1999,9
51,Lamphun,2000,10
51,Lamphun,2001,9
51,Lamphun,2002,15
51,Lamphun,2003,13
51,Lamphun,2004,15
51,Lamphun,2005,13
51,Lamphun,2006,16
51,Lamphun,2007,14
51,Lamphun,2008,9
51,Lamphun,2009,9
51,Lamphun,2010,10
51,Lamphun,2011,12
51,Lamphun,2012,15
51,Lamphun,2013,12
51,Lamphun,2014,10
51,Lamphun,2015,15
51,Lamphun,2016,12
51,Lamphun,2017,10
51,Lamphun,2018,12
51,Lamphun,2019,22
51,Lamphun,2020,14
51,Lamphun,2021,17
51,Lamphun,2022,12
51,Lamphun,2023,12
52,Lampang,1979,18
52,Lampang,1980,9
52,Lampang,1981,10
52,Lampang,1982,11
52,Lampang,1983,12
52,Lampang,1984,10
52,Lampang,1985,11
52,Lampang,1986,12
52,Lampang,1987,12
52,Lampang,1988,11
52,Lampang,1989,10
52,Lampang,1990,11
52,Lampang,1991,10
52,Lampang,1992,13
52,Lampang,1993,14
52,Lampang,1994,12
52,Lampang,1995,13
52,Lampang,1996,11
52,Lampang,1997,15
52,Lampang,1998,14
52,Lampang,1999,10
52,Lampang,2000,10
52,Lampang,2001,9
52,Lampang,2002,15
52,Lampang,2003,14
52,Lampang,2004,15
52,Lampang,2005,13
52,Lampang,2006,14
52,Lampang,2007,14
52,Lampang,2008,8
52,Lampang,2009,9
52,Lampang,2010,10
52,Lampang,2011,12
52,Lampang,2012,14
52,Lampang,2013,12
52,Lampang,2014,11
52,Lampang,2015,14
52,Lampang,2016,12
52,Lampang,2017,9
52,Lampang,2018,12
52,Lampang,2019,21
52,Lampang,2020,12
52,Lampang,2021,15
52,Lampang,2022,12
52,Lampang,2023,12
53,Uttaradit,1979,22
53,Uttaradit,1980,10
53,Uttaradit,1981,12
53,Uttaradit,1982,10
53,Uttaradit,1983,11
53,Uttaradit,1984,11
53,Uttaradit,1985,11
53,Uttaradit,1986,13
53,Uttaradit,1987,14
53,Uttaradit,1988,10
53,Uttaradit,1989,11
53,Uttaradit,1990,11
53,Uttaradit,1991,11
53,Uttaradit,1992,14
53,Uttaradit,1993,16
53,Uttaradit,1994,13
53,Uttaradit,1995,14
53,Uttaradit,1996,14
53,Uttaradit,1997,15
53,Uttaradit,1998,16
53,Uttaradit,1999,11
53,Uttaradit,2000,12
53,Uttaradit,2001,11
53,Uttaradit,2002,15
53,Uttaradit,2003,18
53,Uttaradit,2004,21
53,Uttaradit,2005,16
53,Uttaradit,2006,16
53,Uttaradit,2007,15
53,Uttaradit,2008,10
53,Uttaradit,2009,10
53,Uttaradit,2010,14
53,Uttaradit,2011,13
53,Uttaradit,2012,18
53,Uttaradit,2013,11
53,Uttaradit,2014,12
53,Uttaradit,2015,14
53,Uttaradit,2016,12
53,Uttaradit,2017,10
53,Uttaradit,2018,13
53,Uttaradit,2019,19
53,Uttaradit,2020,11
53,Uttaradit,2021,14
53,Uttaradit,2022,15
53,Uttaradit,2023,12
54,Phrae,1979,19
54,Phrae,1980,11
54,Phrae,1981,11
54,Phrae,1982,11
54,Phrae,1983,12
54,Phrae,1984,10
54,Phrae,1985,10
54,Phrae,1986,12
54,Phrae,1987,15
54,Phrae,1988,11
54,Phrae,1989,12
54,Phrae,1990,10
54,Phrae,1991,12
54,Phrae,1992,13
54,Phrae,1993,16
54,Phrae,1994,12
54,Phrae,1995,13
54,Phrae,1996,13
54,Phrae,1997,14
54,Phrae,1998,14
54,Phrae,1999,11
54,Phrae,2000,12
54,Phrae,2001,10
54,Phrae,2002,14
54,Phrae,2003,17
54,Phrae,2004,22
54,Phrae,2005,18
54,Phrae,2006,14
54,Phrae,2007,14
54,Phrae,2008,10
54,Phrae,2009,9
54,Phrae,2010,12
54,Phrae,2011,13
54,Phrae,2012,16
54,Phrae,2013,12
54,Phrae,2014,12
54,Phrae,2015,14
54,Phrae,2016,11
54,Phrae,2017,10
54,Phrae,2018,15
54,Phrae,2019,17
54,Phrae,2020,12
54,Phrae,2021,14
54,Phrae,2022,12
54,Phrae,2023,12
55,Nan,1979,16
55,Nan,1980,11
55,Nan,1981,10
55,Nan,1982,9
55,Nan,1983,10
55,Nan,1984,11
55,Nan,1985,11
55,Nan,1986,12
55,Nan,1987,12
55,Nan,1988,11
55,Nan,1989,11
55,Nan,1990,10
55,Nan,1991,9
55,Nan,1992,12
55,Nan,1993,17
55,Nan,1994,12
55,Nan,1995,17
55,Nan,1996,12
55,Nan,1997,13
55,Nan,1998,14
55,Nan,1999,9
55,Nan,2000,11
55,Nan,2001,9
55,Nan,2002,16
55,Nan,2003,15
55,Nan,2004,17
55,Nan,2005,13
55,Nan,2006,16
55,Nan,2007,14
55,Nan,2008,9
55,Nan,2009,11
55,Nan,2010,11
55,Nan,2011,13
55,Nan,2012,17
55,Nan,2013,12
55,Nan,2014,15
55,Nan,2015,13
55,Nan,2016,10
55,Nan,2017,11
55,Nan,2018,17
55,Nan,2019,16
55,Nan,2020,12
55,Nan,2021,12
55,Nan,2022,11
55,Nan,2023,12
56,Phayao,1979,15
56,Phayao,1980,9
56,Phayao,1981,9
56,Phayao,1982,11
56,Phayao,1983,11
56,Phayao,1984,11
56,Phayao,1985,12
56,Phayao,1986,13
56,Phayao,1987,14
56,Phayao,1988,11
56,Phayao,1989,10
56,Phayao,1990,11
56,Phayao,1991,11
56,Phayao,1992,13
56,Phayao,1993,19
56,Phayao,1994,12
56,Phayao,1995,15
56,Phayao,1996,12
56,Phayao,1997,15
56,Phayao,1998,15
56,Phayao,1999,11
56,Phayao,2000,11
56,Phayao,2001,8
56,Phayao,2002,15
56,Phayao,2003,14
56,Phayao,2004,14
56,Phayao,2005,11
56,Phayao,2006,15
56,Phayao,2007,13
56,Phayao,2008,9
56,Phayao,2009,11
56,Phayao,2010,11
56,Phayao,2011,13
56,Phayao,2012,15
56,Phayao,2013,13
56,Phayao,2014,15
56,Phayao,2015,14
56,Phayao,2016,10
56,Phayao,2017,11
56,Phayao,2018,13
56,Phayao,2019,17
56,Phayao,2020,11
56,Phayao,2021,11
56,Phayao,2022,12
56,Phayao,2023,13
57,Chiang Rai,1979,20
57,Chiang Rai,1980,10
57,Chiang Rai,1981,9
57,Chiang Rai,1982,11
57,Chiang Rai,1983,9
57,Chiang Rai,1984,10
57,Chiang Rai,1985,12
57,Chiang Rai,1986,11
57,Chiang Rai,1987,14
57,Chiang Rai,1988,9
57,Chiang Rai,1989,9
57,Chiang Rai,1990,11
57,Chiang Rai,1991,14
57,Chiang Rai,1992,12
57,Chiang Rai,1993,12
57,Chiang Rai,1994,11
57,Chiang Rai,1995,18
57,Chiang Rai,1996,14
57,Chiang Rai,1997,13
57,Chiang Rai,1998,14
57,Chiang Rai,1999,9
57,Chiang Rai,2000,13
57,Chiang Rai,2001,7
57,Chiang Rai,2002,15
57,Chiang Rai,2003,17
57,Chiang Rai,2004,14
57,Chiang Rai,2005,9
57,Chiang Rai,2006,14
57,Chiang Rai,2007,12
57,Chiang Rai,2008,9
57,Chiang Rai,2009,12
57,Chiang Rai,2010,9
57,Chiang Rai,2011,12
57,Chiang Rai,2012,14
57,Chiang Rai,2013,12
57,Chiang Rai,2014,12
57,Chiang Rai,2015,15
57,Chiang Rai,2016,11
57,Chiang Rai,2017,9
57,Chiang Rai,2018,10
57,Chiang Rai,2019,15
57,Chiang Rai,2020,9
57,Chiang Rai,2021,12
57,Chiang Rai,2022,14
57,Chiang Rai,2023,12
58,Mae Hong Son,1979,18
58,Mae Hong Son,1980,11
58,Mae Hong Son,1981,9
58,Mae Hong Son,1982,10
58,Mae Hong Son,1983,14
58,Mae Hong Son,1984,10
58,Mae Hong Son,1985,10
58,Mae Hong Son,1986,12
58,Mae Hong Son,1987,15
58,Mae Hong Son,1988,10
58,Mae Hong Son,1989,9
58,Mae Hong Son,1990,9
58,Mae Hong Son,1991,10
58,Mae Hong Son,1992,12
58,Mae Hong Son,1993,13
58,Mae Hong Son,1994,12
58,Mae Hong Son,1995,12
58,Mae Hong Son,1996,10
58,Mae Hong Son,1997,13
58,Mae Hong Son,1998,15
58,Mae Hong Son,1999,9
58,Mae Hong Son,2000,8
58,Mae Hong Son,2001,9
58,Mae Hong Son,2002,14
58,Mae Hong Son,2003,11
58,Mae Hong Son,2004,15
58,Mae Hong Son,2005,13
58,Mae Hong Son,2006,15
58,Mae Hong Son,2007,14
58,Mae Hong Son,2008,9
58,Mae Hong Son,2009,9
58,Mae Hong Son,2010,11
58,Mae Hong Son,2011,11
58,Mae Hong Son,2012,13
58,Mae Hong Son,2013,11
58,Mae Hong Son,2014,11
58,Mae Hong Son,2015,14
58,Mae Hong Son,2016,14
58,Mae Hong Son,2017,8
58,Mae Hong Son,2018,10
58,Mae Hong Son,2019,21
58,Mae Hong Son,2020,14
58,Mae Hong Son,2021,13
58,Mae Hong Son,2022,15
58,Mae Hong Son,2023,9
60,Nakhon Sawan,1979,26
60,Nakhon Sawan,1980,9
60,Nakhon Sawan,1981,11
60,Nakhon Sawan,1982,11
60,Nakhon Sawan,1983,10
60,Nakhon Sawan,1984,13
60,Nakhon Sawan,1985,9
60,Nakhon Sawan,1986,13
60,Nakhon Sawan,1987,13
60,Nakhon Sawan,1988,9
60,Nakhon Sawan,1989,11
60,Nakhon Sawan,1990,11
60,Nakhon Sawan,1991,12
60,Nakhon Sawan,1992,13
60,Nakhon Sawan,1993,16
60,Nakhon Sawan,1994,13
60,Nakhon Sawan,1995,13
60,Nakhon Sawan,1996,11
60,Nakhon Sawan,1997,15
60,Nakhon Sawan,1998,14
60,Nakhon Sawan,1999,10
60,Nakhon Sawan,2000,10
60,Nakhon Sawan,2001,11
60,Nakhon Sawan,2002,12
60,Nakhon Sawan,2003,15
60,Nakhon Sawan,2004,24
60,Nakhon Sawan,2005,13
60,Nakhon Sawan,2006,15
60,Nakhon Sawan,2007,15
60,Nakhon Sawan,2008,10
60,Nakhon Sawan,2009,11
60,Nakhon Sawan,2010,10
60,Nakhon Sawan,2011,13
60,Nakhon Sawan,2012,15
60,Nakhon Sawan,2013,13
60,Nakhon Sawan,2014,11
60,Nakhon Sawan,2015,14
60,Nakhon Sawan,2016,12
60,Nakhon Sawan,2017,9
60,Nakhon Sawan,2018,17
60,Nakhon Sawan,2019,16
60,Nakhon Sawan,2020,12
60,Nakhon Sawan,2021,14
60,Nakhon Sawan,2022,14
60,Nakhon Sawan,2023,12
61,Uthai Thani,1979,23
61,Uthai Thani,1980,10
61,Uthai Thani,1981,10
61,Uthai Thani,1982,10
61,Uthai Thani,1983,11
61,Uthai Thani,1984,12
61,Uthai Thani,1985,9
61,Uthai Thani,1986,12
61,Uthai Thani,1987,13
61,Uthai Thani,1988,9
61,Uthai Thani,1989,11
61,Uthai Thani,1990,11
61,Uthai Thani,1991,11
61,Uthai Thani,1992,13
61,Uthai Thani,1993,15
61,Uthai Thani,1994,13
61,Uthai Thani,1995,12
61,Uthai Thani,1996,11
61,Uthai Thani,1997,15
61,Uthai Thani,1998,13
61,Uthai Thani,1999,10
61,Uthai Thani,2000,10
61,Uthai Thani,2001,11
61,Uthai Thani,2002,13
61,Uthai Thani,2003,13
61,Uthai Thani,2004,22
61,Uthai Thani,2005,12
61,Uthai Thani,2006,14
61,Uthai Thani,2007,15
61,Uthai Thani,2008,10
61,Uthai Thani,2009,11
61,Uthai Thani,2010,11
61,Uthai Thani,2011,12
61,Uthai Thani,2012,13
61,Uthai Thani,2013,12
61,Uthai Thani,2014,11
61,Uthai Thani,2015,15
61,Uthai Thani,2016,12
61,Uthai Thani,2017,10
61,Uthai Thani,2018,14
61,Uthai Thani,2019,16
61,Uthai Thani,2020,12
61,Uthai Thani,2021,13
61,Uthai Thani,2022,14
61,Uthai Thani,2023,12
62,Kamphaeng Phet,1979,21
62,Kamphaeng Phet,1980,8
62,Kamphaeng Phet,1981,11
62,Kamphaeng Phet,1982,9
62,Kamphaeng Phet,1983,11
62,Kamphaeng Phet,1984,10
62,Kamphaeng Phet,1985,9
62,Kamphaeng Phet,1986,11
62,Kamphaeng Phet,1987,15
62,Kamphaeng Phet,1988,9
62,Kamphaeng Phet,1989,11
62,Kamphaeng Phet,1990,12
62,Kamphaeng Phet,1991,10
62,Kamphaeng Phet,1992,15
62,Kamphaeng Phet,1993,16
62,Kamphaeng Phet,1994,13
62,Kamphaeng Phet,1995,13
62,Kamphaeng Phet,1996,11
62,Kamphaeng Phet,1997,15
62,Kamphaeng Phet,1998,15
62,Kamphaeng Phet,1999,8
62,Kamphaeng Phet,2000,9
62,Kamphaeng Phet,2001,10
62,Kamphaeng Phet,2002,12
62,Kamphaeng Phet,2003,14
62,Kamphaeng Phet,2004,22
62,Kamphaeng Phet,2005,14
62,Kamphaeng Phet,2006,13
62,Kamphaeng Phet,2007,15
62,Kamphaeng Phet,2008,9
62,Kamphaeng Phet,2009,9
62,Kamphaeng Phet,2010,12
62,Kamphaeng Phet,2011,10
62,Kamphaeng Phet,2012,13
62,Kamphaeng Phet,2013,11
62,Kamphaeng Phet,2014,11
62,Kamphaeng Phet,2015,16
62,Kamphaeng Phet,2016,12
62,Kamphaeng Phet,2017,11
62,Kamphaeng Phet,2018,13
62,Kamphaeng Phet,2019,16
62,Kamphaeng Phet,2020,13
62,Kamphaeng Phet,2021,13
62,Kamphaeng Phet,2022,13
62,Kamphaeng Phet,2023,11
63,Tak,1979,20
63,Tak,1980,12
63,Tak,1981,10
63,Tak,1982,10
63,Tak,1983,13
63,Tak,1984,10
63,Tak,1985,9
63,Tak,1986,10
63,Tak,1987,14
63,Tak,1988,9
63,Tak,1989,10
63,Tak,1990,11
63,Tak,1991,10
63,Tak,1992,14
63,Tak,1993,15
63,Tak,1994,14
63,Tak,1995,12
63,Tak,1996,11
63,Tak,1997,15
63,Tak,1998,14
63,Tak,1999,9
63,Tak,2000,10
63,Tak,2001,10
63,Tak,2002,12
63,Tak,2003,14
63,Tak,2004,23
63,Tak,2005,13
63,Tak,2006,14
63,Tak,2007,15
63,Tak,2008,10
63,Tak,2009,9
63,Tak,2010,11
63,Tak,2011,11
63,Tak,2012,14
63,Tak,2013,12
63,Tak,2014,11
63,Tak,2015,15
63,Tak,2016,12
63,Tak,2017,10
63,Tak,2018,12
63,Tak,2019,14
63,Tak,2020,13
63,Tak,2021,13
63,Tak,2022,13
63,Tak,2023,11
64,Sukhothai,1979,23
64,Sukhothai,1980,8
64,Sukhothai,1981,12
64,Sukhothai,1982,9
64,Sukhothai,1983,12
64,Sukhothai,1984,11
64,Sukhothai,1985,10
64,Sukhothai,1986,11
64,Sukhothai,1987,14
64,Sukhothai,1988,9
64,Sukhothai,1989,10
64,Sukhothai,1990,13
64,Sukhothai,1991,10
64,Sukhothai,1992,16
64,Sukhothai,1993,14
64,Sukhothai,1994,12
64,Sukhothai,1995,13
64,Sukhothai,1996,12
64,Sukhothai,1997,14
64,Sukhothai,1998,16
64,Sukhothai,1999,9
64,Sukhothai,2000,10
64,Sukhothai,2001,11
64,Sukhothai,2002,12
64,Sukhothai,2003,16
64,Sukhothai,2004,21
64,Sukhothai,2005,13
64,Sukhothai,2006,16
64,Sukhothai,2007,15
64,Sukhothai,2008,7
64,Sukhothai,2009,9
64,Sukhothai,2010,13
64,Sukhothai,2011,12
64,Sukhothai,2012,14
64,Sukhothai,2013,10
64,Sukhothai,2014,11
64,Sukhothai,2015,13
64,Sukhothai,2016,13
64,Sukhothai,2017,10
64,Sukhothai,2018,13
64,Sukhothai,2019,19
64,Sukhothai,2020,11
64,Sukhothai,2021,15
64,Sukhothai,2022,16
64,Sukhothai,2023,12
65,Phitsanulok,1979,24
65,Phitsanulok,1980,9
65,Phitsanulok,1981,11
65,Phitsanulok,1982,10
65,Phitsanulok,1983,11
65,Phitsanulok,1984,11
65,Phitsanulok,1985,10
65,Phitsanulok,1986,13
65,Phitsanulok,1987,13
65,Phitsanulok,1988,9
65,Phitsanulok,1989,11
65,Phitsanulok,1990,11
65,Phitsanulok,1991,10
65,Phitsanulok,1992,14
65,Phitsanulok,1993,17
65,Phitsanulok,1994,13
65,Phitsanulok,1995,14
65,Phitsanulok,1996,13
65,Phitsanulok,1997,15
65,Phitsanulok,1998,15
65,Phitsanulok,1999,9
65,Phitsanulok,2000,11
65,Phitsanulok,2001,11
65,Phitsanulok,2002,13
65,Phitsanulok,2003,16
65,Phitsanulok,2004,23
65,Phitsanulok,2005,15
65,Phitsanulok,2006,15
65,Phitsanulok,2007,15
65,Phitsanulok,2008,9
65,Phitsanulok,2009,9
65,Phitsanulok,2010,13
65,Phitsanulok,2011,13
65,Phitsanulok,2012,16
65,Phitsanulok,2013,12
65,Phitsanulok,2014,13
65,Phitsanulok,2015,15
65,Phitsanulok,2016,13
65,Phitsanulok,2017,11
65,Phitsanulok,2018,13
65,Phitsanulok,2019,18
65,Phitsanulok,2020,12
65,Phitsanulok,2021,14
65,Phitsanulok,2022,15
65,Phitsanulok,2023,13
66,Phichit,1979,23
66,Phichit,1980,7
66,Phichit,1981,9
66,Phichit,1982,9
66,Phichit,1983,9
66,Phichit,1984,11
66,Phichit,1985,8
66,Phichit,1986,11
66,Phichit,1987,11
66,Phichit,1988,7
66,Phichit,1989,9
66,Phichit,1990,9
66,Phichit,1991,8
66,Phichit,1992,14
66,Phichit,1993,17
66,Phichit,1994,13
66,Phichit,1995,14
66,Phichit,1996,12
66,Phichit,1997,15
66,Phichit,1998,14
66,Phichit,1999,8
66,Phichit,2000,10
66,Phichit,2001,10
66,Phichit,2002,11
66,Phichit,2003,14
66,Phichit,2004,26
66,Phichit,2005,13
66,Phichit,2006,15
66,Phichit,2007,15
66,Phichit,2008,10
66,Phichit,2009,10
66,Phichit,2010,14
66,Phichit,2011,14
66,Phichit,2012,15
66,Phichit,2013,13
66,Phichit,2014,16
66,Phichit,2015,19
66,Phichit,2016,12
66,Phichit,2017,9
66,Phichit,2018,14
66,Phichit,2019,17
66,Phichit,2020,14
66,Phichit,2021,16
66,Phichit,2022,13
66,Phichit,2023,11
67,Phetchabun,1979,27
67,Phetchabun,1980,9
67,Phetchabun,1981,12
67,Phetchabun,1982,11
67,Phetchabun,1983,10
67,Phetchabun,1984,14
67,Phetchabun,1985,12
67,Phetchabun,1986,17
67,Phetchabun,1987,13
67,Phetchabun,1988,9
67,Phetchabun,1989,10
67,Phetchabun,1990,11
67,Phetchabun,1991,10
67,Phetchabun,1992,14
67,Phetchabun,1993,16
67,Phetchabun,1994,15
67,Phetchabun,1995,14
67,Phetchabun,1996,13
67,Phetchabun,1997,15
67,Phetchabun,1998,15
67,Phetchabun,1999,10
67,Phetchabun,2000,11
67,Phetchabun,2001,12
67,Phetchabun,2002,12
67,Phetchabun,2003,16
67,Phetchabun,2004,30
67,Phetchabun,2005,13
67,Phetchabun,2006,18
67,Phetchabun,2007,17
67,Phetchabun,2008,10
67,Phetchabun,2009,10
67,Phetchabun,2010,11
67,Phetchabun,2011,14
67,Phetchabun,2012,19
67,Phetchabun,2013,13
67,Phetchabun,2014,12
67,Phetchabun,2015,16
67,Phetchabun,2016,11
67,Phetchabun,2017,10
67,Phetchabun,2018,15
67,Phetchabun,2019,17
67,Phetchabun,2020,12
67,Phetchabun,2021,14
67,Phetchabun,2022,15
67,Phetchabun,2023,11
70,Ratchaburi,1979,20
70,Ratchaburi,1980,9
70,Ratchaburi,1981,8
70,Ratchaburi,1982,8
70,Ratchaburi,1983,11
70,Ratchaburi,1984,12
70,Ratchaburi,1985,8
70,Ratchaburi,1986,11
70,Ratchaburi,1987,12
70,Ratchaburi,1988,8
70,Ratchaburi,1989,9
70,Ratchaburi,1990,10
70,Ratchaburi,1991,10
70,Ratchaburi,1992,12
70,Ratchaburi,1993,13
70,Ratchaburi,1994,13
70,Ratchaburi,1995,9
70,Ratchaburi,1996,11
70,Ratchaburi,1997,17
70,Ratchaburi,1998,12
70,Ratchaburi,1999,13
70,Ratchaburi,2000,10
70,Ratchaburi,2001,14
70,Ratchaburi,2002,14
70,Ratchaburi,2003,11
70,Ratchaburi,2004,17
70,Ratchaburi,2005,10
70,Ratchaburi,2006,14
70,Ratchaburi,2007,15
70,Ratchaburi,2008,11
70,Ratchaburi,2009,15
70,Ratchaburi,2010,13
70,Ratchaburi,2011,10
70,Ratchaburi,2012,12
70,Ratchaburi,2013,10
70,Ratchaburi,2014,7
70,Ratchaburi,2015,15
70,Ratchaburi,2016,15
70,Ratchaburi,2017,11
70,Ratchaburi,2018,17
70,Ratchaburi,2019,13
70,Ratchaburi,2020,13
70,Ratchaburi,2021,13
70,Ratchaburi,2022,11
70,Ratchaburi,2023,11
71,Kanchanaburi,1979,22
71,Kanchanaburi,1980,10
71,Kanchanaburi,1981,10
71,Kanchanaburi,1982,10
71,Kanchanaburi,1983,11
71,Kanchanaburi,1984,13
71,Kanchanaburi,1985,9
71,Kanchanaburi,1986,11
71,Kanchanaburi,1987,13
71,Kanchanaburi,1988,9
71,Kanchanaburi,1989,10
71,Kanchanaburi,1990,11
71,Kanchanaburi,1991,11
71,Kanchanaburi,1992,13
71,Kanchanaburi,1993,12
71,Kanchanaburi,1994,13
71,Kanchanaburi,1995,10
71,Kanchanaburi,1996,12
71,Kanchanaburi,1997,17
71,Kanchanaburi,1998,13
71,Kanchanaburi,1999,9
71,Kanchanaburi,2000,10
71,Kanchanaburi,2001,11
71,Kanchanaburi,2002,13
71,Kanchanaburi,2003,11
71,Kanchanaburi,2004,22
71,Kanchanaburi,2005,11
71,Kanchanaburi,2006,14
71,Kanchanaburi,2007,15
71,Kanchanaburi,2008,9
71,Kanchanaburi,2009,12
71,Kanchanaburi,2010,11
71,Kanchanaburi,2011,13
71,Kanchanaburi,2012,11
71,Kanchanaburi,2013,10
71,Kanchanaburi,2014,9
71,Kanchanaburi,2015,15
71,Kanchanaburi,2016,12
71,Kanchanaburi,2017,10
71,Kanchanaburi,2018,13
71,Kanchanaburi,2019,15
71,Kanchanaburi,2020,12
71,Kanchanaburi,2021,13
71,Kanchanaburi,2022,13
71,Kanchanaburi,2023,11
72,Suphan Buri,1979,24
72,Suphan Buri,1980,9
72,Suphan Buri,1981,12
72,Suphan Buri,1982,11
72,Suphan Buri,1983,12
72,Suphan Buri,1984,14
72,Suphan Buri,1985,10
72,Suphan Buri,1986,12
72,Suphan Buri,1987,15
