YEAR,MONTH,MIN,MAX,MEAN
1981,1,0,77.18000031,2.489876191
1981,2,0,97.48999786,18.94725487
1981,3,0,100.9700012,24.0904258
1981,4,6.130000114,341.1300049,97.14282378
1981,5,64.01000214,467.4400024,208.4351609
1981,6,11.71000004,1111.099976,184.1271455
1981,7,23.29999924,1190.599976,239.8723853
1981,8,5.199999809,1284.800049,193.455347
1981,9,17.80999947,637.75,174.6149065
1981,10,24.80999947,354.5599976,133.3193967
1981,11,4.710000038,767.0100098,138.0177714
1981,12,0,674.3599854,39.50807677
1982,1,0,28.75,0.955233832
1982,2,0,124.1500015,15.77140942
1982,3,0,197,42.03061575
1982,4,1.899999976,368.7099915,93.76167458
1982,5,31.44000053,402.2799988,154.6364522
1982,6,21.95999908,845.4000244,156.9779023
1982,7,26.12000084,1087.900024,185.171871
1982,8,42.09000015,1157.199951,214.7706955
1982,9,59.31000137,641,287.7693908
1982,10,25.62000084,383.480011,129.1835928
1982,11,0.209999993,463.7999878,62.61938038
1982,12,0,550.0700073,29.92883432
1983,1,0,161.5899963,14.30195774
1983,2,0,33.79999924,2.769040354
1983,3,0,217.2799988,11.92506127
1983,4,0,178.8200073,24.50509011
1983,5,15.72000027,590.5999756,156.2776139
1983,6,27.31999969,1233,189.2640592
1983,7,38.11999893,929,187.0626204
1983,8,55.11999893,1027.800049,296.1072627
1983,9,43.54999924,783.4199829,230.316036
1983,10,46.79000092,1251.300049,240.260481
1983,11,0,438.8299866,101.9593223
1983,12,0,890.4799805,50.64661369
1984,1,0,192.8899994,14.79839554
1984,2,0,134.9799957,27.25725619
1984,3,0,198.6399994,31.93785942
1984,4,4.699999809,441.5899963,101.4684778
1984,5,25.12000084,561.1099854,161.0446994
1984,6,30.62000084,1264.199951,191.1512442
1984,7,48.31999969,513.7999878,183.1227968
1984,8,5.920000076,909.2999878,206.788975
1984,9,70.80000305,512.4000244,229.9838822
1984,10,36,473.5499878,156.4962396
1984,11,0,904.3300171,53.56597142
1984,12,0,870.1599731,47.09789118
1985,1,0,101.0999985,13.23179611
1985,2,0,192.0200043,20.76923882
1985,3,0,291.9899902,31.1564866
1985,4,16.90999985,384.2000122,110.8584643
1985,5,59.81000137,559.8499756,182.6633264
1985,6,17.80999947,1025.699951,170.4402245
1985,7,50.40999985,580.4000244,169.7571213
1985,8,25.40999985,837.4000244,188.4763871
1985,9,3.599999905,643.6400146,241.3800073
1985,10,46.90999985,647.3400269,180.1654983
1985,11,0,558.0800171,96.31246489
1985,12,0,559.5100098,30.54754926
1986,1,0,130.5,6.938380533
1986,2,0,54.93999863,3.108955917
1986,3,0,106.3099976,9.576923372
1986,4,3.200000048,397.6600037,100.6441848
1986,5,56.52999878,906.8900146,228.5800524
1986,6,14.19999981,998.5999756,157.8411391
1986,7,21.81999969,875.0800171,163.3015175
1986,8,16.29000092,1313.699951,233.382264
1986,9,54.20999908,1028.199951,213.134929
1986,10,29,724.9000244,174.1768952
1986,11,0,1098.930054,74.70831481
1986,12,0,294.0299988,28.53479983
1987,1,0,196.7799988,6.696549458
1987,2,0,86.08000183,10.27033394
1987,3,0.50999999,107.3899994,33.42401668
1987,4,0.600000024,220.1199951,65.86655953
1987,5,7.710000038,461.0499878,119.0320801
1987,6,18.40999985,1219.099976,186.4904403
1987,7,0.970000029,682.4000244,115.2897288
1987,8,19.20000076,1082,263.1583341
1987,9,47.88000107,659.8599854,268.6769193
1987,10,2.5,511.1499939,131.7103444
1987,11,0.409999996,824.1599731,118.5910037
1987,12,0,889.9799805,48.90233335
1988,1,0,233.6900024,8.435651796
1988,2,4.039999962,76.43000031,17.85775882
1988,3,0,162.6999969,19.39838934
1988,4,25.60000038,273.9400024,112.5491451
1988,5,45.02000046,572.6900024,237.1740153
1988,6,27.72999954,1044.5,217.7211982
1988,7,28.34000015,1133.130005,196.6554603
1988,8,46.50999832,659.8900146,206.3056471
1988,9,32.16999817,1156.52002,215.1493953
1988,10,56.40999985,911.5,211.2851748
1988,11,0,1640.459961,110.957363
1988,12,0,255.6900024,12.12780831
1989,1,0,175.1000061,15.0975863
1989,2,0,138.0200043,6.080421815
1989,3,0.02,241.7100067,45.82948349
1989,4,0,297.5599976,53.50627333
1989,5,33.20000076,834.9000244,190.1462337
1989,6,17.79000092,772.6900024,157.2552481
1989,7,31.42000008,480.6600037,180.4730624
1989,8,29.62000084,1109.900024,201.8819665
1989,9,56.50999832,593.7000122,187.2003186
1989,10,47.40999985,783.9000244,189.9372308
1989,11,0,441.480011,46.24142439
1989,12,0,154.0899963,5.105566829
1990,1,0,103.5699997,8.798183447
1990,2,0,117.25,19.29285008
1990,3,0,183.2899933,58.2934025
1990,4,2.5,249.4600067,54.66851785
1990,5,24.28000069,831.1900024,229.1040279
1990,6,8.529999733,886.7000122,163.397101
1990,7,5.760000229,867.7999878,180.8650527
1990,8,20.52000046,1480.800049,181.7679177
1990,9,42.95000076,782.0999756,223.866754
1990,10,47.00999832,732.25,215.3899628
1990,11,0.01,659.2299805,73.92135348
1990,12,0,318.3999939,17.62489837
1991,1,0,140.0899963,7.639165246
1991,2,0,151.8999939,6.054023181
1991,3,0,177.8699951,30.73670261
1991,4,8.199999809,324.7799988,59.63161183
1991,5,36.50999832,458.8099976,166.0694293
1991,6,10.92000008,873.9000244,147.9832219
1991,7,16.84000015,1113.599976,162.1871945
1991,8,40.75999832,1433.900024,287.2528977
1991,9,65.81999969,962.6900024,221.1098035
1991,10,10.71000004,539.0700073,139.4353947
1991,11,0,400.1600037,38.03632992
1991,12,0,600.1099854,44.32626999
1992,1,0,244.75,20.30536732
1992,2,0,125.1999969,24.34646011
1992,3,0,63.66999817,3.900973684
1992,4,0,151.6199951,28.54962902
1992,5,6.619999886,276.8699951,98.37160216
1992,6,24.80999947,797.5,159.2136677
1992,7,60.90999985,557.3499756,229.2848915
1992,8,55.61000061,1683.599976,228.6402158
1992,9,19.23999977,573.6400146,201.4152874
1992,10,23.10000038,879.4000244,177.8069552
1992,11,0,528.0800171,46.1874878
1992,12,0,442.4700012,53.75455407
1993,1,0,313.75,15.4894621
1993,2,0,47.59000015,3.545613256
1993,3,0,248.3200073,57.57176639
1993,4,4.900000095,258.2399902,74.13071431
1993,5,23.76000023,586.2399902,168.7709237
1993,6,5.71999979,876.2999878,129.7823466
1993,7,13.52999973,820.4799805,160.5014371
1993,8,33.90999985,887.7000122,184.5261383
1993,9,14.60999966,1007.799988,243.4857556
1993,10,0.07,639.4500122,125.5745703
1993,11,0,765.1099854,53.36989626
1993,12,0,884.8300171,54.25876699
1994,1,0,73.38999939,2.392333386
1994,2,0,148.1199951,24.20990918
1994,3,18.04000092,444.1700134,114.422518
1994,4,0.01,321.0499878,66.38409835
1994,5,42.02000046,612.3499756,235.9890782
1994,6,64.30999756,999.9099731,250.9703034
1994,7,4.25,943.4000244,170.1964186
1994,8,44.00999832,1707.199951,279.9659324
1994,9,34.65000153,1171.109985,249.6672644
1994,10,8.010000229,460.2200012,98.74477122
1994,11,0,1059.439941,61.17131916
1994,12,0,213.0899963,25.16356142
1995,1,0,122.1900024,9.165549842
1995,2,0,69.38999939,8.327111956
1995,3,0,226.0299988,30.62613438
1995,4,0,267.6000061,51.26674033
1995,5,18.19000053,534.7199707,169.1811295
1995,6,6.75,923.3699951,172.2025902
1995,7,66.06999969,726.2000122,260.4123706
1995,8,31.73999977,1161.790039,301.5528663
1995,9,68.11000061,866.4000244,248.8224684
1995,10,6.880000114,485.5400085,136.7677589
1995,11,0,946.3499756,99.33126618
1995,12,0,478.8999939,23.26814878
1996,1,0,175.9700012,8.510839458
1996,2,0,166.0899963,29.56923592
1996,3,0,167.5399933,34.7567355
1996,4,20.81999969,479.480011,133.3971569
1996,5,33.90999985,387.3999939,156.0882959
1996,6,21.29000092,450.1000061,187.4002802
1996,7,39.40999985,799.5,161.722977
1996,8,39.11999893,814.4000244,214.7565071
1996,9,13.84000015,1128.900024,319.4649788
1996,10,34.70000076,606.9099731,154.9568927
1996,11,7.900000095,565.6699829,114.2863969
1996,12,0,1112.550049,65.06995143
1997,1,0,79.68000031,3.205051495
1997,2,0,227.1799927,21.15656405
1997,3,0,205.1000061,47.56048834
1997,4,7.400000095,229.8999939,79.74355206
1997,5,19,508.2999878,120.0248985
1997,6,0.569999993,753.5,120.5117555
1997,7,19.21999931,2106.199951,227.6949492
1997,8,22.82999992,1209.810059,261.1083195
1997,9,48.79000092,698.0999756,221.0869734
1997,10,24.53000069,538.3200073,139.3430277
1997,11,0,537.3599854,49.54035206
1997,12,0,798.7700195,38.22708917
1998,1,0,110.4000015,8.097785214
1998,2,0,192.3600006,21.78316226
1998,3,0,88.19999695,18.85009543
1998,4,0,190.3899994,51.52353004
1998,5,14.80000019,499.730011,170.2038946
1998,6,26.20999908,1010.380005,184.3871598
1998,7,25.70999908,527.3499756,176.955561
1998,8,47.79000092,860.2999878,217.1554426
1998,9,71.59999847,933.7999878,219.795961
1998,10,10.40999985,867.9899902,148.7003004
1998,11,1.700000048,658.8300171,89.55734182
1998,12,0,651.539978,42.77106052
1999,1,0,383.8200073,27.90347873
1999,2,0,616.8400269,45.35799235
1999,3,1,340.6499939,63.27447059
1999,4,31.36000061,626.2700195,167.5248206
1999,5,79.33000183,608.9000244,248.9242635
1999,6,13.92000008,761.7999878,162.7563139
1999,7,17.71999931,1609,180.7271414
1999,8,31.34000015,556.2999878,192.1235494
1999,9,72.22000122,619.6300049,225.7433588
1999,10,29.90999985,691.9099731,204.5120911
1999,11,4.309999943,749.7700195,81.22941005
1999,12,0,1159.25,46.97126008
2000,1,0,207.0899963,14.65248882
2000,2,0,248.3000031,38.07372227
2000,3,0,410.8099976,47.1998006
2000,4,30.70999908,370.2200012,171.3446769
2000,5,14.72999954,710.7199707,236.9112771
2000,6,43.24000168,969,221.8967372
2000,7,9.229999542,1614.900024,181.751067
2000,8,28.79999924,1598.900024,242.2949266
2000,9,67.73999786,497.6900024,213.2424339
2000,10,8.31000042,771.2800293,168.8387436
2000,11,0,1397.699951,83.41899982
2000,12,0,998.6199951,36.19693709
2001,1,0,385.8500061,35.02865315
2001,2,0,82.98999786,8.003531935
2001,3,20.40999985,569.7000122,125.3204787
2001,4,0,362.9299927,45.36675718
2001,5,39.74000168,889.7000122,227.6875427
2001,6,25,1104.800049,183.8860208
2001,7,6.829999924,767.7999878,177.6150795
2001,8,27.93000031,1384,256.6211302
2001,9,68.02999878,685.3599854,210.4021084
2001,10,17.01000023,669.4000244,202.1089918
2001,11,0,635.8099976,48.22005453
2001,12,0,580.8800049,34.71072139
2002,1,0,77.59999847,6.877826453
2002,2,0,159.1999969,8.369007345
2002,3,0,212.3800049,43.40350725
2002,4,0,315.25,64.75669739
2002,5,67.80999756,752.1699829,212.2070597
2002,6,10.10999966,869.9000244,161.7365587
2002,7,20.42000008,766.7199707,158.6116125
2002,8,41.41999817,1271.099976,269.7882156
2002,9,50.34000015,629.4299927,304.2368926
2002,10,0.109999999,427.4500122,121.8104388
2002,11,0.01,833.9000244,110.7908258
2002,12,0.029999999,807.5800171,62.53632524
2003,1,0,239.25,10.93101177
2003,2,0,142.6999969,22.49827851
2003,3,2.920000076,272.6199951,89.24889114
2003,4,0,150.1000061,51.40300152
2003,5,0.75999999,533.9000244,136.1118818
2003,6,0.479999989,488.9899902,178.9129449
2003,7,0.49000001,957.9000244,178.3703775
2003,8,27.95999908,953.2000122,210.9208388
2003,9,62.34000015,675.0499878,282.9154052
2003,10,1.5,794.2999878,123.8431831
2003,11,0,625.960022,37.41467643
2003,12,0,750.9899902,36.97684594
2004,1,0,157.3999939,17.99567796
2004,2,0,180.25,36.99068418
2004,3,0,134.2799988,19.61673574
2004,4,0.200000003,261.5799866,69.76839928
2004,5,37.61999893,566.9799805,204.9708429
2004,6,33.11000061,820.1699829,214.5627048
2004,7,0.029999999,946.2000122,232.1987054
2004,8,0.02,1130.099976,183.8146918
2004,9,0.689999998,498.269989,229.1312153
2004,10,0,660.3099976,63.1662201
2004,11,0,600.2299805,37.32466177
2004,12,0,283.75,13.64162518
2005,1,0,110.4899979,6.951953248
2005,2,0,61.36000061,2.202654605
2005,3,0,294.230011,35.99085333
2005,4,0,240.4100037,66.60004083
2005,5,25.21999931,435.7000122,142.0474243
2005,6,14.61999989,986.4000244,184.1222456
2005,7,0.059999999,1392.400024,214.2269547
2005,8,20.89999962,866.1799927,197.4540916
2005,9,56.63000107,859.0999756,301.598691
2005,10,11.01000023,526.7299805,127.8661243
2005,11,1,871.4799805,103.436179
2005,12,0,1214.349976,75.17203825
2006,1,0,210.1900024,9.188108253
2006,2,0,322.1400146,31.58987188
2006,3,1.409999967,246.8800049,60.64376957
2006,4,12.18999958,277.5,114.2552937
2006,5,49.61000061,653.8699951,203.0756408
2006,6,36.31999969,734.5700073,178.118296
2006,7,18.14999962,2061.899902,229.2995883
2006,8,24.30999947,1163.400024,251.1760132
2006,9,52.81999969,739.7999878,240.2848459
2006,10,53.04999924,829.0999756,191.1262346
2006,11,0,417.730011,32.97740918
2006,12,0,422.3800049,19.48064951
2007,1,0,315.7999878,15.98526645
2007,2,0,150.8999939,9.982204828
2007,3,0,163.9900055,36.09564497
2007,4,0.709999979,379.0599976,95.57519239
2007,5,84.05000305,648.6900024,268.4749668
2007,6,40.50999832,598.1599731,165.5010068
2007,7,21.34000015,1067.599976,177.2529212
2007,8,20.04999924,759,210.9210099
2007,9,60.70999908,1113.400024,238.5527264
2007,10,39.31000137,725.3300171,203.9341643
2007,11,0,619.4099731,44.428281
2007,12,0,539.3900146,21.21280557
2008,1,0,455.7399902,21.73192498
2008,2,0.01,214.3300018,31.81858509
2008,3,0,222.3699951,39.91592078
2008,4,15.31999969,339.7799988,131.3889331
2008,5,53.11999893,1042.869995,211.0662026
2008,6,35.22999954,738.2000122,183.6660102
2008,7,28.84000015,891,183.1189963
2008,8,12.40999985,614.7000122,193.5152641
2008,9,13.60999966,1231.699951,285.2155624
2008,10,26.71999931,490.3500061,185.238535
2008,11,1.029999971,1207.47998,110.5663151
2008,12,0,1082.72998,33.91889882
2009,1,0,477.3699951,13.92209757
2009,2,0,93.59999847,5.632997839
2009,3,5,364.3999939,79.32695212
2009,4,12.55000019,427.0599976,111.7601846
2009,5,64.08000183,662.3900146,214.3428758
2009,6,5.300000191,777.4099731,157.4404995
2009,7,28.01000023,1497.699951,211.5438591
2009,8,33.36999893,719.5900269,199.477326
2009,9,45.43999863,1920.800049,238.9515667
2009,10,2.609999895,510.3299866,140.1393467
2009,11,0,923.9799805,57.75283407
2009,12,0,280.480011,13.9916182
2010,1,0,175.3600006,37.50571189
2010,2,0,100.0800018,13.04886516
2010,3,0,157.8999939,20.68541428
2010,4,0,243.0800018,55.41092818
2010,5,18.31999969,469.769989,110.8925981
2010,6,47.52999878,644.2299805,162.7458757
2010,7,43.40999985,656.5,206.9511485
2010,8,59.34999847,741.7700195,331.7772309
2010,9,87.48000336,542.2800293,231.1072011
2010,10,26.59000015,593.4199829,227.3115189
2010,11,0,1112.839966,78.61632496
2010,12,0,815.7999878,57.50109959
2011,1,0,595.7700195,29.19022216
2011,2,0,166.4799957,15.95471195
2011,3,3,1543.52002,147.2008133
2011,4,0.519999981,293.3999939,104.3890793
2011,5,24.76000023,546.1900024,213.7220575
2011,6,37.52000046,805.9000244,192.7097534
2011,7,56.09999847,895.7999878,243.6257913
2011,8,65.94000244,772.789978,290.017601
2011,9,18.70999908,1446.699951,312.4038039
2011,10,29.02000046,626.7999878,179.9338481
2011,11,0,732.1799927,51.7620701
2011,12,0,901.9699707,42.92636649
2012,1,0,1066.920044,68.52036736
2012,2,0,133.0599976,17.2466383
2012,3,0,333.7600098,46.41868299
2012,4,0.610000014,401.2900085,98.23287285
2012,5,32.04999924,782.710022,223.300348
2012,6,12.40999985,863.210022,139.4820109
2012,7,20.34000015,857.4000244,181.4263623
2012,8,26.64999962,842.6799927,207.2911962
2012,9,52.31999969,1311,272.2675058
2012,10,8.210000038,312.5499878,98.31804747
2012,11,2.00999999,669.1900024,82.07540363
2012,12,0,1179.01001,44.90472917
2013,1,0,312.1000061,28.88822667
2013,2,0,344.6000061,22.67106485
2013,3,0.01,136.6699982,30.35477532
2013,4,1.100000024,354.5499878,73.2822841
2013,5,13.21000004,558.5200195,151.4217261
2013,6,39.75,949.6699829,185.1045139
2013,7,37.54000092,1622.5,262.7221862
2013,8,52.74000168,684.2999878,207.1616002
2013,9,5.110000134,661.5900269,282.5769022
2013,10,31.82999992,602.8499756,164.5611367
2013,11,0,1050.73999,95.40188005
2013,12,0,584.1400146,42.46739311
2014,1,0,267.4200134,4.484315953
2014,2,0,106.4800034,2.922729867
2014,3,0,158.6000061,21.6003422
2014,4,0.050000001,339.2099915,81.81030515
2014,5,13.90999985,346.2600098,127.9557585
2014,6,10.80000019,1060.099976,185.8317362
2014,7,22.73999977,1451.030029,227.1230053
2014,8,35.06000137,1077.300049,231.5316438
2014,9,40.29999924,893.2999878,213.3757746
2014,10,7.400000095,523.5,138.956563
2014,11,0,707.0599976,84.47170441
2014,12,0,823.5800171,52.92145059
2015,1,0,104.1999969,23.43618264
2015,2,0,103.75,19.2771313
2015,3,0,187.2200012,38.14656506
2015,4,7.400000095,244.2799988,68.09428276
2015,5,8.520000458,342.7200012,94.95617414
2015,6,14.89999962,859.2000122,119.7275111
2015,7,29.31999969,833.9899902,205.729844
2015,8,13.59000015,847.7000122,196.5288558
2015,9,67.70999908,939.5900269,227.0490531
2015,10,40.06999969,469.5400085,143.2686977
2015,11,0.699999988,636.8699951,74.87404483
2015,12,0,399.6499939,36.34857831
2016,1,0,307.6700134,42.64652903
2016,2,0,102.2399979,5.406480535
2016,3,0,149.8000031,6.396437613
2016,4,0,158.3399963,36.47077289
2016,5,2.349999905,875.6799927,150.0637821
2016,6,4.650000095,903.8499756,209.3637924
2016,7,4.380000114,779.1599731,221.4755002
2016,8,2.24000001,1005.340027,208.0893098
2016,9,5.650000095,1124.400024,256.3610295
2016,10,5.900000095,1156.5,188.4321472
2016,11,1.74000001,403.8800049,74.6501546
2016,12,0,1207.530029,72.65371915
2017,1,0,1784.52002,108.704277
2017,2,0,115.2900009,10.5933567
2017,3,0,313.3299866,70.29428307
2017,4,0.409999996,380.1499939,84.6569932
2017,5,81.12000275,901.7399902,275.8206949
2017,6,10.68000031,830.6599731,190.8765134
2017,7,15.60000038,976.5999756,290.2428795
2017,8,42.97000122,787.9000244,246.3787762
2017,9,48.27999878,849.7800293,210.7344573
2017,10,34.91999817,559.6400146,184.7879782
2017,11,0,1352.77002,99.81015127
2017,12,0.200000003,679.0499878,50.92453953
2018,1,0,438.0899963,40.72593971
2018,2,0,188.4400024,25.42925445
2018,3,0,253,43.22718484
2018,4,17.20999908,340.2099915,124.8929543
2018,5,37.04000092,515.5300293,196.7909585
2018,6,31.03000069,793.3099976,177.4580523
2018,7,9.960000038,1222.800049,228.2938265
2018,8,7.5,984.0499878,193.12315
2018,9,42.66999817,807.039978,194.815761
2018,10,0.01,456.3299866,135.5297392
2018,11,0,394.75,30.72357689
2018,12,0,704.1400146,61.3520511
2019,1,0,418.0299988,31.33252439
2019,2,0,94.48000336,13.60452459
2019,3,0,195.4900055,20.00054834
2019,4,0,278.7999878,50.37231981
2019,5,25.93000031,558.1799927,160.4642589
2019,6,25.06999969,1011.299988,134.5358414
2019,7,18.95000076,856.7999878,145.3472172
2019,8,20.43000031,1260.199951,305.9882575
2019,9,57.11000061,1155.099976,210.54012
2019,10,4.71999979,503.7600098,91.54318391
2019,11,0,498.3999939,40.59047161
2019,12,0,231.6399994,13.73433292
2020,1,0,88.80000305,3.863280261
2020,2,0,152.3000031,6.943919541
2020,3,0,275.8800049,32.32654939
2020,4,0.059999999,343.0400085,73.84355218
2020,5,0.029999999,433.75,121.5272309
2020,6,0.119999997,647.0700073,167.1346774
2020,7,0.109999999,540.2800293,158.975338
2020,8,0.07,808.3200073,239.3534519
2020,9,0.100000001,853.2199707,239.6221963
2020,10,9.869999886,905.5800171,204.94212
2020,11,0.100000001,758.710022,56.37343534
2020,12,0,936.0499878,50.77755972
2021,1,0,315.980011,11.68113126
2021,2,0,114.2200012,17.3754111
2021,3,0,200.4199982,32.15856511
2021,4,0.01,405.1499939,171.3842535
2021,5,0.07,508.3200073,129.6250128
2021,6,0,837.5999756,137.9505517
2021,7,44.00999832,964.6900024,232.4567116
2021,8,0.300000012,934.210022,200.9353305
2021,9,0.600000024,1098.900024,317.186355
2021,10,0.379999995,958.8099976,217.2433721
2021,11,0,1083.459961,96.28473827
2021,12,0,480.0499878,24.51952238
2022,1,0,109.1900024,16.65728181
2022,2,0.039999999,536.0800171,83.28711086
2022,3,0.01,369.6199951,94.57385476
2022,4,0.389999986,495.3200073,105.1774524
2022,5,55.72000122,700.8800049,240.2999655
2022,6,12.31000042,400.7999878,143.043701
2022,7,49.72999954,1469.099976,249.4066377
2022,8,0.639999986,1011.900024,271.0250147
2022,9,1.019999981,907.2000122,331.181003
2022,10,12,791.2000122,162.8843407
2022,11,1.700000048,569.5,92.41492782
2022,12,0,1289.099976,58.40002814
2023,1,0,539.7000122,29.32675686
2023,2,0,220.5,19.11330847
2023,3,0,119.5999985,11.43561688
2023,4,0,203.6999969,39.60113643
2023,5,3.5,357.7000122,93.98266332
2023,6,6.340000153,890.2600098,162.3295649
2023,7,11.10000038,702.7999878,171.7052843
2023,8,12.4,602.9,141.0999871
2023,9,35.09000015,1192.699951,334.1407786
2023,10,24.63,477.59,198.6397956
2023,11,0,974.91,81.71136494
2023,12,0,791.26,34.01544404
